label;acc_x_avg;acc_y_avg;acc_z_avg;gyro_x_avg;gyro_y_avg;gyro_z_avg;acc_x_max;acc_y_max;acc_z_max;gyro_x_max;gyro_y_max;gyro_z_max;acc_x_min;acc_y_min;acc_z_min;gyro_x_min;gyro_y_min;gyro_z_min;acc_x_stdev;acc_y_stdev;acc_z_stdev;gyro_x_stdev;gyro_y_stdev;gyro_z_stdev
1;-2.727918761;-10.03554747;-10.73178714;2.573748225;3.600893943;-27.27189218;15.80159525;-2.152801273;4.026948062;82.87829593;152.0228084;195.2901179;-16.28348568;-16.29824803;-25.26512767;-133.9731128;-144.6612269;-171.8073047;5.202723208;3.544880147;3.583456541;33.01857428;53.72032825;116.1770187
1;-2.873178746;-10.49955468;-11.05263046;7.087794951;-4.309165397;36.05860614;16.27585009;-3.603424617;0.907649199;80.1621079;142.2953167;224.8047554;-14.14481139;-17.93061055;-27.73410514;-122.3813791;-133.7369799;-158.698474;5.955234294;3.891155192;3.819006207;34.44084739;58.50720627;131.2473756
1;-2.480593012;-9.522598728;-10.64667738;1.35608984;10.59283104;-7.867581235;15.02231933;-2.428697977;2.173557443;95.61879379;145.437439;217.4515928;-16.75702567;-17.30132788;-27.59557133;-130.2027738;-127.8487885;-182.987977;6.404973078;3.79365436;4.690630168;39.06089203;59.49262594;118.0003427
1;-2.155491497;-10.30799914;-10.8943934;1.028344251;-0.375852763;-20.33855075;14.05432991;-2.458056974;5.499222785;84.07645691;191.750511;213.5421028;-19.20438699;-17.77391338;-28.64313437;-173.456548;-139.7064615;-199.088337;5.851357248;3.756427715;4.161667442;36.03193885;59.08322007;120.2159546
1;-3.109451702;-10.09894947;-10.9786362;9.151482568;0.732394491;18.28163961;11.0898636;-2.691579491;0.810532624;78.61538048;149.6405286;220.3505489;-15.96254698;-18.68957476;-23.54850507;-115.8336647;-173.6145435;-165.8383952;5.42148762;3.885865436;3.268491481;30.51155543;51.69441144;125.8778117
1;-2.301454754;-9.605102164;-10.89792401;1.001648943;8.301845882;-0.935717596;13.97242028;-1.839865378;4.346173704;82.92054679;177.9872642;193.4151656;-19.00783646;-18.96785142;-28.75325734;-172.4386274;-171.2114215;-191.2795973;5.829695858;4.030039589;4.668687988;39.15373677;64.93005072;118.0868831
1;-2.128362448;-10.2575828;-10.96203556;1.293054231;1.939351692;-16.79657791;16.26071105;-1.485294307;2.738289703;79.77225305;133.3791934;205.3433252;-12.15920906;-17.66552321;-25.74220445;-132.4377907;-144.3636168;-154.2649587;5.639083011;3.67212094;3.622754252;31.77717925;53.81275321;108.6721415
1;-3.664137548;-9.565556092;-10.80571519;7.195999483;-3.204040129;1.6336059;18.69285836;-1.209382125;1.104049394;93.04407997;189.586249;191.4377434;-15.04029599;-15.99116962;-27.58820412;-160.9225632;-142.4531194;-176.0364102;5.71695094;3.79907201;3.368466044;36.52417655;63.17057052;124.7489402
1;-1.963282004;-10.5720604;-10.62417345;7.298479913;5.827184527;27.08706557;8.482858351;-2.152342515;-3.035636741;62.42649847;126.1036779;228.6981598;-18.37517758;-18.6653533;-20.48179708;-97.42665288;-49.46964618;-152.3870008;4.406264812;4.397122306;2.126775378;22.97308444;33.01165343;138.7403009
1;-2.860369426;-9.697545449;-10.88826935;-3.420493497;10.25066603;-14.17467816;10.7824587;-1.384566106;1.885635333;70.30546592;152.6459053;194.4943307;-19.12536825;-16.55271902;-28.15545748;-153.824367;-119.1346721;-200.9183133;5.44008922;3.817346424;4.576610888;40.60945159;59.12984659;113.7464527
1;-2.297268845;-10.31999207;-11.08136952;4.849128974;2.374732091;-21.68301333;14.20564431;-2.09800432;4.604468756;69.67676179;161.2533115;217.9107864;-14.16386639;-17.58329641;-28.66893341;-143.6602802;-97.4240508;-169.8016847;4.560203717;3.786086811;3.704440717;32.05751904;48.08340979;120.4437036
1;-3.368577947;-9.862921838;-10.94383037;6.237036901;0.402484254;18.10418549;13.90911055;-2.196844728;-2.253666706;68.52570087;123.3019134;193.6772834;-13.73227478;-16.53338959;-24.32900555;-110.5624272;-104.8332295;-162.9477705;5.219994491;3.899452148;2.895016522;31.06261595;50.44827928;118.9962984
1;-1.922589987;-9.697994783;-10.67728188;2.204405994;14.09325571;4.373433842;10.86296663;-2.468915824;5.409566357;63.62314533;129.1200899;195.1472761;-17.45507804;-16.54057676;-26.30020551;-153.6919449;-128.6422799;-157.4830116;4.726360392;3.941557409;3.586297569;33.65492431;49.77505157;110.5136098
1;-2.457559854;-10.19556876;-10.76324528;0.047563677;-3.686003283;-19.76332108;12.40215628;-2.426175919;3.054489824;65.98485501;173.948966;195.9951193;-15.22655975;-16.85837271;-26.37737629;-155.3418467;-136.1359647;-166.7962586;5.32193312;4.034832831;3.366425321;35.29902484;53.98635227;109.6460174
1;-2.664098168;-9.328587927;-10.00638749;6.923320285;10.27863266;12.64661633;2.287295309;-2.426963095;-0.269673468;68.6009788;95.48511675;149.5119975;-10.85260053;-18.0323238;-16.58369204;-97.28828728;-59.35566406;-115.4576411;2.632412153;2.879675005;2.293822334;28.94872507;36.33843471;68.50919763
2;-2.142317729;-9.471266285;-10.2638103;0.358894366;-1.812494059;2.862443075;2.803782479;-7.807292827;-6.207982107;25.00881083;54.20165582;131.3672436;-8.218770982;-12.16552289;-13.10121547;-31.70259932;-51.34659592;-76.20346273;2.21427615;0.814931505;1.137153809;12.70312031;22.6049447;44.39080805
2;-1.648990468;-9.380843794;-10.75391126;-4.144324203;0.080429585;-20.75248485;1.805333849;-7.807292827;-6.207982107;22.40104301;54.20165582;0.93572054;-8.218770982;-11.00158254;-13.44867003;-27.57495302;-51.34659592;-76.20346273;2.012058615;0.711292349;1.309638329;9.937298298;23.12798615;14.35332066
2;-1.144926179;-9.624525287;-11.09656968;0.83990216;2.075291739;10.72404236;0.614984008;-8.211350745;-8.502076911;51.39030378;45.05017216;138.1188682;-4.945748762;-12.28763148;-13.90610864;-45.98475892;-43.67286745;-31.82756056;1.137189186;0.749503193;1.085249047;18.39358045;19.48607285;46.5815191
2;-2.260320933;-9.491579317;-10.6369339;-0.376685623;-3.555378628;4.411690804;-0.363439914;-6.961508439;-7.049145293;51.39030378;73.2379111;138.1188682;-7.478504872;-12.28763148;-14.00044499;-45.98475892;-73.03716552;-77.71198067;1.6903739;1.256675302;1.473557613;20.25147014;34.00400677;55.83045297
2;-1.766479347;-9.739501582;-10.62999103;-0.091499158;1.799383055;-7.991868915;4.931854634;-7.356293005;-7.383785592;35.10321589;54.57168154;72.80671208;-8.927914747;-14.33775493;-14.37676734;-42.35353415;-68.69842236;-83.29129623;2.278213427;1.642815309;1.371580893;16.73157723;29.70604288;49.68750774
2;-2.369169666;-9.290499519;-10.53558356;4.35325634;8.786279555;-1.334904635;4.370031866;-4.0611385;-3.921579407;73.07893109;82.28045764;159.0759642;-8.311914663;-17.37208682;-20.7789369;-63.78734305;-117.1750299;-99.80520371;2.950721574;3.427101435;2.571940684;31.22329911;40.92012008;81.21256703
2;-2.130084181;-9.909911389;-10.87545903;-0.915091372;3.045033747;8.141851655;8.8210315;-2.534719955;-3.353760284;74.39677137;84.66472962;169.1733476;-10.43527568;-15.30422349;-18.80309782;-66.48788016;-169.8726794;-108.6122315;3.440977899;3.099085746;2.41183441;34.14243277;53.40870932;86.99002053
2;-1.379595693;-10.14047042;-10.59743716;-2.932041324;0.198025022;21.94799676;15.8013358;-1.471259012;-2.285041446;63.33354952;95.06721962;150.1758235;-14.25032362;-17.82491852;-19.16416892;-90.8331026;-186.4804897;-111.1732141;4.921845063;3.26457841;2.556215346;33.00193475;56.99625873;89.80721217
2;-2.379922845;-9.311063056;-10.96664006;-0.869322877;8.261036418;-8.880610854;12.7817508;-0.961107051;-2.4273103;46.68055588;95.54643639;115.2247929;-14.61922983;-18.0307993;-19.52210053;-76.24677472;-171.9883618;-114.820857;5.012047132;3.799623806;2.713576017;29.36987505;61.00450681;75.44015092
2;-1.485112992;-9.678798579;-10.62954834;-4.29658478;1.051745354;-8.475992402;14.79868216;-1.139847469;-4.170788835;84.11923144;97.52280818;158.2697056;-14.59737398;-18.14961173;-16.12114581;-68.42924006;-115.2616978;-122.8135102;6.407936399;3.640737004;2.442212208;34.30148858;53.75185395;86.33170675
2;-2.005066732;-10.15318869;-10.79364385;-1.603248008;8.614722228;-18.16601387;13.8414512;-0.501140462;-3.120234471;86.5357322;173.7162791;176.2456794;-13.23837574;-17.35139268;-17.94966022;-69.3784258;-196.574643;-119.4149809;5.52413987;3.158201264;2.637887439;37.94088632;65.54848498;94.35659843
2;-2.163566183;-9.47584327;-10.85874543;1.171619036;5.982100379;15.83221074;11.33308333;-2.229715669;-3.082282309;84.54511769;128.9275179;173.5403123;-19.72808552;-18.07198762;-21.96997756;-82.77632034;-128.0194165;-146.0818143;5.368934711;3.870243998;2.841336473;38.95122358;64.70841825;100.1921864
2;-2.289641446;-10.23111121;-10.61578485;-5.584441139;-3.938101998;17.7696811;17.16313981;-1.799375782;-5.152397075;77.39075089;122.2689486;163.8108333;-13.87313269;-16.12703944;-16.66780576;-67.58617198;-114.7964221;-121.0459148;4.612098219;3.508561727;2.420776576;34.40683113;48.43998549;94.92573596
2;-2.391246682;-9.459993862;-10.61711306;-1.360162554;4.782025501;-4.440187311;17.88003579;0.021909942;-4.336194804;51.42571187;123.9113059;113.7225233;-18.55435309;-17.07459671;-18.73411016;-69.90167463;-158.1178041;-132.3750145;5.36252688;3.55302751;2.482071553;27.98224295;54.11869985;74.90935239
2;-2.355497267;-9.434188252;-10.78234467;-6.266791352;2.253521317;-6.760853;15.02759606;-1.157056877;-3.943101913;57.36465915;117.8078265;120.6975382;-14.80561072;-16.18706768;-18.81496319;-79.34631759;-122.7440085;-106.8223069;4.488481805;3.418425832;2.499387651;35.40855711;53.90782142;73.5982246
2;-1.433834965;-10.17028545;-10.77335023;-0.768544655;8.262199952;-12.79670916;12.68295796;-1.464437078;-4.580164217;57.00270564;114.5332701;141.0322149;-10.49335757;-16.50662408;-14.99027211;-75.0164004;-144.5926005;-119.3578713;4.5194917;3.105373919;2.166422528;30.18875234;48.91903553;86.52732144
2;-2.253717314;-9.726932304;-10.63104321;1.41711236;8.042728264;-7.952574145;13.63558214;0.330508386;-2.305147295;64.20524489;119.4598138;149.2728503;-11.12532108;-17.57281023;-18.76825719;-82.55724717;-125.190085;-121.4135097;4.716135138;3.310772026;2.433395386;34.60244084;46.33311482;85.32302937
2;-1.545986212;-10.20902297;-10.96049596;-2.357663688;6.463078778;21.86172132;14.46889715;0.394115616;-2.217722069;73.76775385;118.1774252;173.9686827;-16.75992993;-17.20621124;-20.9338912;-92.16462023;-158.7974897;-147.4458879;5.558255499;3.28928559;2.641322285;36.1587311;55.04183506;106.5288491
2;-1.170154862;-10.02795999;-10.57693754;-5.09910502;2.552723682;4.42498645;12.77281418;-2.028847609;-2.468863374;65.21577401;97.54807588;187.963516;-17.84833999;-18.3885724;-18.51603285;-93.25655218;-133.1094262;-159.5682537;5.727703984;3.430678333;2.57050677;31.79375055;48.35735108;111.8938868
2;-1.777564597;-10.11097891;-10.90692861;-8.262570622;-1.04749483;-13.58828079;14.33855502;1.358652726;-4.039661494;62.96668877;157.5341943;209.3662956;-19.62357853;-16.84764555;-21.14035296;-98.948552;-174.3664217;-135.2670211;5.609415459;3.277224719;3.20216633;34.35895863;62.51856547;108.9564547
2;-2.185002138;-9.918937767;-11.0802797;5.627998592;5.783192516;-7.310264353;10.18613886;-0.593123912;-5.237359296;57.3202671;156.9732186;186.4218406;-11.65074829;-16.18009748;-15.94130886;-73.19764785;-114.6092241;-152.6760212;4.437615437;3.536409788;2.13933794;28.3499435;57.8005895;102.0197679
2;-0.84427198;-10.51696572;-10.82519449;-5.789225449;2.015453852;31.29870334;15.66770893;-0.985344495;-3.461748529;51.5855186;111.1625462;198.8088304;-20.69644672;-18.37995055;-19.60008657;-76.70970765;-115.9278533;-151.8972037;6.304605139;3.519169547;2.589096711;27.98622117;49.8872091;117.714897
2;-1.59190866;-10.1833723;-10.68084851;-6.741656199;3.051851586;-9.704611836;18.28645827;-3.061496971;-0.635052345;111.5855637;136.3229209;206.9121995;-21.38526442;-18.27898677;-25.48711859;-143.2313591;-129.6728313;-203.2532768;8.014297738;3.249963919;4.313136224;44.19867481;58.63259292;111.312377
2;-1.172493978;-10.51912248;-10.93426829;-0.627721021;8.872845638;-22.01059665;12.12525805;-2.246291037;0.134961036;88.96478109;104.2084921;179.6645035;-18.4915204;-17.14736126;-24.89896392;-147.8299102;-185.1830645;-152.4719175;5.789087647;3.335676321;3.123697974;32.90454126;54.04646807;103.6859185
2;-2.258000848;-10.09552277;-10.98107329;-0.464525008;0.842199926;27.28271954;8.7733503;-2.156166817;-4.307367188;72.95269827;112.5691227;183.5296372;-13.34785612;-16.97498717;-19.8834957;-109.2792662;-168.0599929;-120.7396883;4.823975099;3.49963593;2.517095662;36.6329161;53.49177663;107.9029292
2;-1.974795204;-9.628792844;-10.69033875;-0.509545717;5.625182247;-5.589043884;11.13154881;-1.516971196;-1.614159594;76.73165835;169.5222474;155.5770197;-13.79118238;-16.57378538;-18.80302971;-83.39444339;-172.6127082;-131.5023395;5.132226972;3.31407897;2.829950812;32.37047893;63.41187322;92.38740874
2;-0.971922815;-10.1858131;-10.7782536;-5.493137449;0.268762108;-12.17574265;12.91092906;-1.425658722;-4.774473946;57.82999525;110.1773032;158.0520632;-12.4591767;-16.88600517;-16.70554336;-69.61563152;-112.5208104;-110.4319856;5.663764709;3.102089999;2.54356053;32.99101287;57.25482507;87.77236958
2;-2.267769821;-10.061691;-11.05240722;2.332775281;11.08312558;-9.360603603;10.12189633;-4.750914984;-6.728376655;54.23734845;173.3791188;166.9410006;-11.10172067;-16.73763959;-17.20398894;-59.95750004;-132.460341;-122.3482666;4.447789699;3.226096019;1.977232063;30.04033575;61.51122675;98.81905463
2;-1.623480387;-10.65764708;-11.36168656;-3.012485149;-2.018254709;34.43068899;14.7929884;-0.949197692;-0.109825999;84.56903475;160.1173213;221.6794192;-11.49288613;-19.68426843;-25.2285318;-120.5186453;-116.9801937;-180.2717363;5.600931999;4.314538497;3.356181355;34.58834675;63.01929292;118.1024024
2;-1.740673116;-10.03726465;-11.09242762;-0.029175427;2.466888284;-17.2600967;16.92368442;-1.391647023;2.638305959;105.0414223;161.4551302;195.8158594;-21.31939186;-16.80405951;-27.15015531;-152.1313761;-211.4068232;-191.2408062;7.874689647;4.584658754;4.645677257;43.2497993;72.50689422;107.3122711
