=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.12 18:12:55 =~=~=~=~=~=~=~=~=~=~=~=
0:0:0:821;-1.1996;-9.7884;-0.4653;0.3625;-2.7595;1.3647;2;
0:0:0:831;-1.1812;-9.7470;-0.4519;0.3875;-2.4060;0.6277;2;
0:0:0:841;-1.1631;-9.7098;-0.3268;0.5028;-2.7058;-0.1100;2;
0:0:0:851;-1.1530;-9.7082;-0.2245;0.4977;-3.8224;-0.5664;2;
0:0:0:861;-1.0828;-9.7447;-0.2362;0.3843;-5.3524;-0.6955;2;
0:0:0:871;-0.9415;-9.7549;-0.3280;0.2658;-6.4915;-0.6747;2;
0:0:0:881;-0.8156;-9.7099;-0.3757;0.0254;-6.7048;-0.7467;2;
0:0:0:891;-0.7821;-9.6850;-0.3076;-0.4083;-6.0169;-1.0526;2;
0:0:0:901;-0.8242;-9.7692;-0.1819;-0.7669;-4.8224;-1.6789;2;
0:0:0:911;-0.8812;-9.9402;-0.0931;-0.8105;-3.6363;-2.6946;2;
0:0:0:921;-0.9615;-10.0537;-0.0886;-0.6968;-2.9279;-3.8177;2;
0:0:0:931;-1.1152;-10.0036;-0.1860;-0.6886;-3.1867;-4.5300;2;
0:0:0:941;-1.2841;-9.8488;-0.3717;-0.8035;-4.5098;-4.8510;2;
0:0:0:951;-1.3010;-9.7411;-0.5602;-0.9331;-6.0586;-5.2759;2;
0:0:0:961;-1.0908;-9.7686;-0.6724;-1.0131;-6.6197;-5.9614;2;
0:0:0:971;-0.8060;-9.8754;-0.7089;-1.0442;-5.5885;-6.7058;2;
0:0:0:981;-0.6879;-9.9402;-0.6701;-1.0928;-3.4900;-7.3802;2;
0:0:0:991;-0.8233;-9.9142;-0.5488;-1.2191;-1.7510;-7.9393;2;
0:0:1:1;-1.0999;-9.8626;-0.3792;-1.2762;-1.6480;-8.3819;2;
0:0:1:11;-1.3215;-9.8408;-0.2112;-1.0210;-3.2690;-8.7600;2;
0:0:1:21;-1.3595;-9.8219;-0.1232;-0.5032;-5.5476;-9.0050;2;
0:0:1:31;-1.2344;-9.8217;-0.2027;0.0142;-7.2699;-9.0299;2;
0:0:1:41;-1.0093;-9.8744;-0.4227;0.3104;-7.7190;-9.1020;2;
0:0:1:51;-0.7163;-9.8932;-0.6169;0.2877;-6.5844;-9.5607;2;
0:0:1:61;-0.4863;-9.8129;-0.6303;-0.0137;-4.3011;-10.1845;2;
0:0:1:71;-0.5245;-9.7185;-0.4640;-0.5239;-2.4070;-10.4905;2;
0:0:1:81;-0.8435;-9.6927;-0.2647;-1.0777;-2.4250;-10.5020;2;
0:0:1:91;-1.2308;-9.7115;-0.1699;-1.5014;-4.6476;-10.5727;2;
0:0:1:101;-1.4860;-9.7110;-0.1863;-1.8901;-8.3404;-10.7326;2;
0:0:1:111;-1.5162;-9.7123;-0.2666;-2.3249;-12.2640;-10.8349;2;
0:0:1:121;-1.2465;-9.8095;-0.3969;-2.5922;-14.9601;-11.0094;2;
0:0:1:131;-0.6849;-9.9624;-0.5389;-2.5504;-15.2451;-11.4536;2;
0:0:1:141;-0.1249;-9.9972;-0.6137;-2.3928;-13.1891;-12.0708;2;
0:0:1:151;0.0393;-9.8741;-0.6004;-2.3767;-10.5251;-12.5835;2;
0:0:1:161;-0.2290;-9.7474;-0.5570;-2.4766;-9.2270;-12.7614;2;
0:0:1:171;-0.5832;-9.7397;-0.5222;-2.4270;-9.8511;-12.5412;2;
0:0:1:181;-0.6926;-9.7912;-0.4812;-2.1326;-11.6033;-12.1152;2;
0:0:1:191;-0.5068;-9.7786;-0.4436;-1.8238;-13.4832;-11.8067;2;
0:0:1:201;-0.2103;-9.7131;-0.4756;-1.7413;-14.8135;-11.7764;2;
0:0:1:211;-0.0079;-9.7222;-0.5733;-1.8842;-15.0586;-11.9658;2;
0:0:1:221;0.0790;-9.8532;-0.6218;-2.0577;-13.9144;-12.2225;2;
0:0:1:231;0.1126;-9.9961;-0.5741;-2.1155;-11.6942;-12.3282;2;
0:0:1:241;0.0202;-10.0535;-0.4981;-2.1274;-9.5296;-12.1893;2;
0:0:1:251;-0.2415;-10.0729;-0.4219;-2.1828;-8.7162;-11.9947;2;
0:0:1:261;-0.4492;-10.0812;-0.3221;-2.1814;-9.4904;-11.9064;2;
0:0:1:271;-0.3586;-9.9866;-0.2728;-1.9699;-10.8686;-11.8965;2;
0:0:1:281;-0.0733;-9.8020;-0.3784;-1.5762;-11.6603;-12.0074;2;
0:0:1:291;0.1047;-9.7257;-0.5880;-1.1990;-11.2952;-12.3429;2;
0:0:1:301;0.0912;-9.8558;-0.7641;-0.8842;-9.8685;-12.7554;2;
0:0:1:311;0.0353;-10.0037;-0.8365;-0.4514;-7.8085;-12.8899;2;
