-0.87;-13.62;-2.38;-51.42;26.94;-124.28;43.36;-0.17;8.19;70.81;303.19;-10.27;-23.4;-28.02;-19.56;-144.08;-303.35;-264.33;14.49;8.12;7.88;70.33;111.24;94.78
9.47;-3;-6.27;67.04;-25.2;112.21;16.8;4.89;8.19;208.86;93.76;364.55;2.44;-25.32;-11.12;-165.92;-123.09;-250.4;4.59;7.34;4.25;123.9;63.76;211.21
1.06;-13.84;-2.2;-52.47;12.8;-113.58;39.64;2.17;8.97;58.35;222.54;-26.87;-22.46;-27.6;-15.41;-154.44;-191.34;-265.08;13.74;8.95;7.77;70.17;102.98;82.49
8.6;-3.61;-5.97;51.52;-17.59;81.27;16.18;7.35;14.08;199.11;120.84;360.33;-3.85;-27.87;-13.45;-208.98;-145.14;-260.95;7.01;9.01;6.26;128.7;85.81;220.22
-0.16;-13.37;-2.4;-52;35.1;-117.36;42.65;3.23;7.43;57.88;247.76;-10.6;-20.33;-26.92;-18.62;-145.73;-213.11;-278;13.53;8.18;7.71;63.5;104.54;95.54
9.83;-3.22;-6.14;54.54;-22.11;105.7;18.04;6.11;11.69;175.77;95.28;364.77;-3.39;-33.39;-11.84;-173.82;-141.17;-232.7;5.03;9.72;5.29;116.28;73.81;209.43
0.56;-13.84;-2.63;-45.9;32.79;-106.86;38.85;-2.46;7.66;52.49;220.13;-18.65;-21.87;-27.01;-18.45;-143.31;-186.25;-275.29;14.04;7.83;8.04;67.86;91.62;89.67
8.62;-3.62;-6.17;58.38;-15.1;78.02;17.29;5.14;17.56;204.94;126.49;349.52;-7.47;-26.14;-13.16;-202.34;-135.27;-300.44;5.9;8.32;6.01;124.24;67.81;227.26
0.05;-13.42;-2.19;-55.24;26.02;-123.92;44.29;1.1;10.55;44.2;243.16;-16.85;-20.68;-26.09;-20.56;-144.82;-237.45;-268.08;13.79;7.41;8.12;63.67;98.88;92.85
9.64;-2.81;-6.51;76.77;-15.79;116.27;16.73;6.35;16.45;212.89;133.61;361.3;-0.35;-27.43;-12.59;-203.93;-134.85;-276.39;4.7;7.4;4.66;131.64;81.86;203.9
-0.43;-13.44;-2.46;-52.25;32.31;-110.79;43.16;-0.68;10.1;39.07;274.2;-22.4;-19.99;-23.64;-19.63;-141.77;-241.53;-278.54;14.05;7.5;8.31;64.18;103.98;87.5
8.43;-4.35;-5.39;60.53;-24.48;79.04;18.75;4.46;15.06;211.27;88.38;342.35;-6.62;-32.25;-9.75;-187.63;-145.94;-281.11;6.74;8.68;5.93;126.96;65.48;218.06
0.26;-13.17;-2.34;-59.33;25.14;-122.01;39.94;4.63;7.33;40.09;231.87;-16.05;-22.35;-22.98;-16.78;-152.9;-190.31;-278.73;13.45;7.56;8.04;68.45;87.53;96.44
9.54;-2.58;-6.44;72.58;-6.61;118.25;18.71;7.62;20.98;205.62;122.75;360.82;-18.64;-30.71;-12.53;-217.44;-137.35;-313.54;6.87;8.54;7.09;128.03;81.08;212.94
0.11;-13.32;-3.16;-57.34;16.1;-116.4;45.2;5.58;8.82;35.37;353.97;-23.58;-21.77;-25.7;-25.42;-161.14;-347.45;-262.46;15.41;8.17;9.78;65.8;133.45;89.37
9.35;-3.4;-5.75;58.96;-14.28;112.22;17.3;5.78;13.04;190.34;85.53;367.92;-2;-32.78;-10.87;-191.12;-116.21;-265.47;4.41;8.82;4.42;125.99;56.06;216.28
-0.05;-13.37;-2.05;-59.41;32.54;-120.59;37.9;1.19;6.8;36.82;202.01;-19.48;-19.3;-25.03;-14.94;-148.7;-176.13;-285.8;12.85;7.45;7.3;64.57;88.03;95.18
9.38;-3.7;-6.04;59.12;-12.23;105.75;19.38;6.91;20.74;196.68;121.83;360.7;-4.66;-32.55;-14.46;-203.96;-138.74;-293.37;5.49;8.82;6.14;123.65;73.78;216.37
-0.05;-13.1;-2.68;-48.41;22.33;-117.43;45.04;3.27;7.17;45.01;283.19;-26.89;-17.28;-24.74;-20.85;-144.21;-252.2;-273.7;14.05;8.35;8.43;65.81;109.85;87.26
9.26;-3.25;-6.4;64.07;-17.99;93.08;18.33;5.72;15.2;207.94;82.98;362.8;-2.16;-27.89;-12.87;-203.87;-122.36;-264.54;5.11;8.19;4.57;132.52;64.04;223.32
0.1;-13.63;-2.34;-57.46;39.57;-120.68;41.49;1.97;11.67;50.07;259.33;-10.41;-21.76;-26.61;-19.04;-153.47;-189.75;-271.59;14.21;7.97;8.18;70.27;96.31;96.85
9.37;-3.08;-6.59;66.44;-26.29;105.57;17.6;6.68;9.34;203.18;66.59;365.4;-1.29;-28.16;-14.82;-189.47;-121.33;-242.45;4.97;8.58;5.21;124.35;61.9;208.14
0.08;-13.65;-2.15;-56.44;26.16;-128.04;37.76;-0.46;7.31;57.97;212.97;-14.5;-22.35;-26.22;-15.34;-154.1;-177.8;-282.9;14.09;7.93;7.22;68.97;97.21;96.84
9.51;-3.45;-6.25;65.02;-12;108.35;20.52;7.08;19.71;226.33;128.04;382.13;-1.48;-30.2;-12.22;-187.62;-157;-253.34;5.85;9.16;6.45;136.93;80.76;214.15
-0.18;-13.22;-2.38;-52.64;38.59;-127.31;39.75;-0.52;8.64;63.61;226.59;-22.81;-19.38;-25.3;-14.94;-152.06;-168.41;-289.9;13.44;8;7.61;72.4;98.91;97.86
9.71;-3.36;-6.44;63.59;-17.22;100.97;18.35;5.53;12.25;210.71;130.94;377.75;-3.24;-28.69;-11.73;-193.19;-152.39;-281.42;5.61;8.18;4.96;127.74;74.11;229.29
0.37;-13.99;-2.45;-56.92;24.3;-122.24;41.76;3.1;8.13;54.9;234.69;-15.8;-21.3;-26.58;-22.05;-168.7;-250.67;-299.11;14.12;8.46;8.55;72.31;105.12;100.91
9.39;-2.46;-6.26;62.64;-13.09;95.03;17.79;8;17.92;214.19;92.92;359.27;-1.66;-28.28;-15.59;-228.03;-120.82;-283.9;5.43;9.27;5.88;137.91;63.07;227.56
-0.39;-14.41;-2.37;-55.68;23.18;-120.68;42.51;1.96;12.01;47.85;276.35;-30.25;-19.9;-27.61;-20.53;-146.67;-296.33;-256.07;14.05;8.51;8.68;61.56;113.33;84.02
9.83;-3.01;-6.4;62.93;-13.49;108.02;18.76;6.79;19.76;206.8;128.06;359.6;-0.81;-29.87;-17.28;-205.94;-110.36;-268.5;4.8;9.36;6.89;126.85;60.17;224.85
-0.16;-13.99;-2.26;-51.43;11.67;-117.23;42.87;3.63;10.71;55.58;255.37;-23.08;-20.25;-28.42;-19.19;-159.96;-260.11;-283.54;14.31;9.06;8.71;69.62;112.98;89.86
9.23;-3.42;-6.51;52.79;-5.29;86.28;18.75;7.76;16.71;210.13;105.98;368.65;-2.24;-30.13;-16.76;-224.06;-157.45;-275.9;6.2;9.9;6.63;139.33;76.94;232.48
0.12;-13.8;-2.29;-52.24;30.87;-112.15;43.8;0.01;8.53;72.71;237.75;-2.35;-23.35;-29.48;-17.54;-156.74;-257.64;-284.55;14.9;8.97;8.45;74.41;110.32;101.06
8.71;-3.63;-6.06;56.75;-5.07;84.07;17.73;7.16;17.69;205.29;151.2;381.05;-18.02;-26.05;-14.22;-215.56;-134.8;-277.21;7.8;8.23;7.41;139.5;82.96;234.05
0.45;-13.65;-2.36;-55.89;7.61;-133.93;43.82;7.09;8.75;64.27;312.44;-25.67;-20.33;-28.69;-23.84;-163.16;-338.89;-282.24;14.12;9.07;8.63;74.76;128.29;94.87
10.19;-1.85;-7.1;80.72;-4.04;134.89;18.32;6.88;12.67;217.67;139.52;384.1;2.05;-31.2;-12.31;-196.32;-155.14;-234.65;4.48;8.15;4.52;135.9;90.81;210.67
0.37;-14.18;-2.02;-50.62;23.68;-118.91;36.37;-1.65;9.15;53.86;197.56;-21.65;-21.78;-26.01;-15.25;-159.74;-185.19;-295.8;13.3;7.97;7.9;72.39;107.39;93.09
9.22;-3.49;-5.76;54.26;-10.64;85.41;16.24;5.22;12.31;222.45;124.15;365.18;-5.76;-29.59;-10.77;-185.4;-156.16;-285.85;6.5;8.61;5.67;137.17;73.06;229.63
-0.18;-14.21;-1.86;-51.94;10.24;-131.27;36.7;-1.85;7.99;70.54;219.13;-27.31;-22.64;-26.75;-16.08;-166.08;-181.43;-290.55;12.97;7.68;7.4;75.51;100.4;97.32
9.37;-3.53;-6.07;66.76;-1.11;114.02;16.58;6.31;16.07;214.42;142.74;384.41;-4.95;-32.89;-11.21;-199.99;-135.85;-285.55;4.43;9.04;5.37;140.03;72.7;231.23
0.57;-13.61;-2.89;-51.56;17.86;-120.26;40.53;4.38;8.24;43.69;277.3;-33.3;-20.31;-23.76;-18.09;-151.24;-257.32;-295.98;14.28;8.07;8.17;68.26;113.4;89.05
8.71;-3.86;-5.45;50.46;-3.19;85.3;16.16;5.41;15.63;215.8;160.91;359.05;-4.08;-31.81;-11.43;-195.59;-122.57;-291.03;6.44;9.16;6.6;138.95;74.36;229.78
0.33;-13.76;-2.85;-47.4;24.03;-131.52;41.27;0.18;9.48;88.33;258.15;-24.91;-23.19;-27.06;-16.89;-161.63;-200.51;-282.42;14.13;8.28;8.19;81.07;116.03;97.77
9.8;-2.82;-6.36;69.35;-17.87;117.04;17.25;5.52;17.3;207.16;144.05;374.04;-13.59;-29.66;-16.45;-217.94;-158.61;-297.93;6.03;7.8;5.85;138.79;80.99;219.8
0.72;-13.57;-3.27;-46.54;18.42;-114.12;44.79;4.81;7.61;65.97;302.37;-32.14;-20.45;-27;-21.76;-156.59;-318.86;-274.34;14.95;9.31;8.47;73.23;131.48;83.31
8.99;-4;-5.93;53.46;-12.13;85.89;20.24;6.12;15.26;201.69;144.42;377.29;-7.66;-27.59;-13.59;-195.31;-145.43;-265.76;7.07;8.74;6.49;135.32;80.72;233.2
0.47;-14.17;-2.3;-57.91;16.38;-140.76;42.13;0.01;8.08;66.08;245.88;-26.65;-21.33;-26.91;-17.75;-159.85;-221.37;-288.4;13.67;7.28;7.37;72.41;104.36;98.03
9.46;-1.57;-5.95;74.27;-6.79;140.94;16.46;7.99;22.27;188.54;164.62;371.87;-9.8;-32.54;-13.87;-210.15;-183.97;-271.92;5.73;9.04;7.08;123.54;76.28;213.47
1.21;-13.52;-3.85;-41.54;20.83;-105.53;42.92;3.69;8.65;63.13;273.31;-21.6;-23.11;-30.2;-18.63;-147.15;-276.59;-279.77;15.32;9.88;8.72;70.92;123.07;84.07
8.74;-4.09;-5.44;42.79;-13.76;72.33;16.26;6.5;16.96;207.56;73.74;380.54;-9.83;-28.33;-16.85;-217.1;-120.5;-277.63;6.81;8.86;5.78;133.92;49.47;243.49
0.79;-13.8;-2.02;-58.92;14.42;-132.95;44.32;5.24;7.76;51.97;244.73;-28.24;-20.33;-28.35;-21.28;-157.73;-255.67;-278.49;13.92;8.75;8.03;66.57;106.21;95.02
9.7;-2.47;-7.03;74.53;-26.33;127.38;17.1;8.08;11.82;202.28;79.37;369.91;2.96;-32.8;-14.95;-195.25;-146.77;-232.95;4.31;9.22;4.92;129.92;74.82;205.3
-0.2;-13.81;-2.21;-59.12;47.81;-127.17;34.51;2.46;9.71;56.89;197.4;-10.22;-24.81;-29.18;-17.82;-160.82;-112.27;-282.32;13.55;8.42;8.21;75.09;89.34;103.66
9.79;-1.99;-6.97;70.81;-19.81;98.07;17.51;7.78;16.41;219.32;124.78;352.27;-2.58;-30.83;-14.34;-184.39;-148.67;-268.57;5.22;8.72;5.22;134.02;81.84;211.22
-0.15;-14.2;-1.65;-62.19;18.99;-137.1;40.38;-1.19;9.84;41.37;263.63;-26.21;-22.57;-29.11;-15.59;-161.67;-229.89;-276.47;13.41;8.13;7.93;65.99;103.47;95.92
10.49;-2.43;-7.01;71.58;-12.91;131.62;17.53;7.83;9.84;210.61;141.97;382.45;-0.67;-30.62;-16.96;-210.88;-117.16;-237.29;5.06;9.19;4.55;135.65;71.32;216.22
0.79;-14.05;-2.47;-49.91;25.29;-108.12;38.4;-2.09;8.46;49.82;208.15;-22.82;-21.37;-25.93;-17.23;-157.98;-168.88;-291.13;13.9;7.68;7.98;69.27;101.11;89.17
8.69;-4.09;-6.13;51.37;-15.6;74.95;18.29;6.56;10.24;224.09;137.78;372.59;-5.85;-33.4;-14.92;-202.07;-157.23;-286.67;6.01;9.36;5.03;136.89;71.2;228.09
-0.02;-13.75;-2.1;-58.67;33.85;-139.5;35;0.53;8.17;62.26;204.71;-25.4;-21.44;-26.8;-15.7;-162.44;-136.42;-295.95;12.6;7.84;7.39;69.84;87.35;104.88
10.46;-1.43;-7.39;86.66;-16.88;128.98;18.89;6.4;13.12;234.89;125.43;345.65;-2.75;-29.76;-14.57;-195.17;-130.18;-243.5;4.91;8.33;4.54;131.59;69.73;197.4
0.22;-14.18;-1.91;-52.96;12.05;-112.06;40.53;-1.17;9.48;53.06;213.11;-25.2;-20.79;-27.35;-15.95;-162.24;-217.37;-269.93;13.7;8.15;8.35;69.02;103.61;82.23
9.43;-3.89;-6.06;47.95;-3.6;87.43;21.48;8.93;19.05;207.73;121.11;370.23;-3.24;-32.88;-17.61;-219.37;-161.47;-267.92;7.01;10.63;6.48;133.66;86.8;226.1
0.35;-14.29;-1.66;-56.44;22.98;-131.72;40.3;1.42;8.3;47.87;226.31;-28.5;-17.8;-26.45;-15.71;-149.47;-213.73;-282.3;12.91;7.92;7.96;62.4;93.15;95.03
9.1;-2.79;-6.29;65.97;-13.22;116.22;17.39;8.48;15.44;208.48;112.98;387;-3.3;-30.42;-11.67;-197.11;-193.39;-253.37;5.5;9.56;6.67;135.21;82.57;226.45
0.34;-13.74;-2.46;-60.82;31.58;-128.24;40.69;4.78;8.99;43.61;228.31;-13.82;-23.47;-26.09;-18.46;-164.33;-249.22;-296.94;14.03;8.43;8.22;71.45;104.57;103.98
9.09;-2.63;-6.51;67.53;-6.51;103.12;21.65;6.76;11.68;224.63;197.76;374.32;0.09;-30.66;-11.99;-189.62;-174.49;-287.71;5.12;8.87;4.36;141;95.21;226.23
0.68;-14.13;-2.36;-57.48;16.57;-142.95;39.15;1.37;8.43;63.63;205.22;-30.24;-20.9;-26;-16.15;-161.51;-181.98;-287.31;12.85;7.37;7.6;73.83;91.88;96.04
9.85;-1.56;-7.12;84.18;-21.48;128.32;18.99;7.42;13.7;220.23;123.94;343.68;-7.62;-30.96;-19.23;-230.38;-173.16;-262.86;5.29;9.02;5.26;137.36;83.15;199.91
0.35;-14.21;-2.42;-52.79;43.93;-110.6;40.29;-1.35;8.95;64.53;226.38;-13.06;-21.5;-27.53;-16.95;-158.5;-167.99;-278.64;14.01;7.85;8.36;78.29;103.33;92.74
8.59;-3.43;-6.13;56.32;-21.74;84.86;17.78;9.16;17.4;215.67;206;364.65;-7.68;-33.8;-15.66;-218.04;-150.17;-284.57;6.63;10.43;6.04;132.58;95.9;233.71
0.5;-13.63;-3.09;-54.17;11.94;-116.85;41.71;5.95;8.77;55.17;275.01;-21.74;-19.72;-27.96;-18.8;-158.36;-272.78;-290.31;14.25;9.25;8.74;73.57;116.43;97.39
8.9;-3.37;-6.03;51.88;0.72;89.61;17.74;9.54;12.03;212.75;162.39;381.6;-3.76;-30.36;-13.84;-197.21;-166.28;-279.99;5.87;9.81;6.19;140.97;83.9;237.5
0.7;-13.53;-2.57;-55.99;18.17;-139.78;41.89;4.5;8.96;63.71;238.51;-20.86;-24;-27.23;-18.24;-157.73;-196.31;-302.94;14.2;8.54;8.39;73.89;103.94;105.12
10.06;-1.98;-7.29;83.28;-11.96;142.59;18.59;7.09;20.19;205.51;110.69;366.86;2.46;-27.15;-16.11;-227.29;-161.01;-280.58;5.09;8.13;5.96;132.06;75.32;207.92
-0.68;-13.94;-2.57;-58.42;25.28;-113.73;43.5;2.75;13.06;48.21;287.21;-13.11;-19.42;-28.06;-20.64;-158.33;-297.42;-278.34;14.77;8.41;8.94;72.25;121.87;93.28
8.46;-3.47;-6.25;59.14;-14.73;72.28;17.74;6.55;6.8;233.23;117.37;366.49;-5.56;-29.88;-13.44;-194.79;-138.83;-275.57;5.6;8.5;4.42;147.33;79.01;225.56
0.84;-13.67;-2.28;-58.81;28.54;-143.15;27.31;-2.7;9.7;56.95;144.66;-16.94;-19.38;-26.69;-16.13;-152.42;-139.65;-304.18;11.85;7.5;7.7;67.95;77.26;107.42
10.23;-1.84;-7.31;88.83;-16.08;148.04;19.79;6.16;12.91;224.05;114.19;371.67;-0.29;-28.83;-14.04;-207.45;-141.24;-263.96;5.26;8.12;4.82;135.63;68.53;206.02
0.63;-13.79;-2.46;-53.91;24.09;-105.9;40.55;-1.13;7.88;54.53;199.84;-16.45;-21.45;-27.24;-15.68;-179.91;-202.8;-296.83;14.25;8.71;8.14;76.1;96;92.72
7.59;-4.26;-5.58;53.5;-5.13;66.93;16.21;6.59;17.14;223.03;97.03;372.65;-9.65;-32.1;-12.58;-225.52;-127.52;-291.16;6.25;9.18;5.83;149.15;72.14;242.82
1.27;-13.29;-2.91;-65.52;28.59;-136.56;43.77;6.68;7.05;56.68;291.2;-25.85;-20.53;-26.71;-20.47;-169.57;-278.99;-273.84;13.29;8.54;8.09;70.98;106.76;91.59
10.1;-2.42;-6.98;86.27;-18.24;164.87;20.61;6.69;8.95;235.51;102.01;413.5;-1.19;-33.98;-13.12;-203.08;-146.03;-229.2;6.21;8.76;5.1;140.58;82.19;217.54
0.51;-13.6;-2.42;-55.44;27.91;-125.37;33.37;0.71;7.36;37.04;181.88;-44.92;-15.9;-22.74;-14.59;-159.29;-124.74;-297.03;12.08;7.68;7.79;71.41;73.08;89.5
9.14;-3.4;-6.17;56.38;-2.47;88.5;17.9;7.56;15.14;203.73;162.84;375.66;-3.7;-31.68;-12.25;-194.27;-119.09;-293.28;5.36;9.37;5.19;139.11;77.57;234.75
0.19;-13.89;-2.07;-56.28;17.76;-143.22;41.1;-1.23;8.5;56.14;216.84;-29.68;-20.86;-25.67;-15.93;-158.64;-203.93;-295.96;13.05;7.41;7.67;70.36;98.83;103.27
9.97;-2.32;-7.19;79.37;2.78;121.12;17.6;7.26;11.83;237.26;233.63;366.5;-1.93;-32;-13.6;-191.35;-164.63;-268.67;4.43;9;4.82;144.17;94.89;210.65
-0.76;-13.88;-2.96;-46.04;17.18;-123.6;39.19;-2.07;10.94;63.95;269.98;-24.47;-21.87;-27.48;-18.08;-163.78;-220.73;-309.4;13.81;8.43;9.03;75.73;118.23;103.09
8.63;-3.35;-5.9;62.79;-3.73;81.61;19.64;7.25;18.84;240.55;114.18;382.03;-1.94;-32.15;-10.7;-213.7;-115.54;-304.93;6.12;9.43;6.25;148.51;65.79;248.34
